"","Folio","Nombre","Fecha","Descripcion","Cantidad","Unidad","ClaveUnidad","ValorUnitario","ClaveProdServ","TipoCambio","Importe","SubTotal","Total","Moneda","Material","Marca","Clave","Unds","Fruta","Embalaje","Precio_real","Unitario_real"
"343",43376,"Compañia Arizlu S.A. de C.V.",2018-05-04,"CHAROLA 12 ONZAS ALPASA (LOS REYES, MICH)",23742,NA,"H87",0.449,"24121511",19.0943,10660.16,10660.16,12365.79,"USD","CAJAS","ALPASA",NA,NA,NA,"12OZ",NA,0.449000084238902
"344",1558,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-11,"ESQUINERO CARTON BCO 1.90 MTS C-180 2.5""",200,"PIEZA",NA,13.28,"0",NA,2656,25549.75,29637.71,NA,"ESQUINERO",NA,NA,NA,NA,NA,13.28,13.28
"345",3930,"PENPACK S DE RL DE CV",2017-12-22,"6 OZ BB ALPASA CONV",198,"CAJA","XBX",20.868,"13101900",19.19,4131.864,4883.11,5664.41,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.868
"346",4141,"NAMINSA S.A. DE C.V.",2018-02-08,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",12000,"PIEZAS","H87",0.04072,"24112902",18.7009,488.64,1351.44,1567.67,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.04072,0.04072
"347",5011,"PENPACK S DE RL DE CV",2018-04-25,"6 OZ BB ALPASA CONV",432,"CAJA","XBX",20.86,"13101900",18.22,9011.52,9011.52,10453.36,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.86
"348",195,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-24,"CUBIERTAS TERMICAS DE 1.80 MTS",90,NA,"H87",26.5,"13111300",18.51,2385,3594.1,4169.15,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,NA,26.5
"349",2762,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-02-21,"CHAROLA ALPASA 12/6 OZ, ESTA FACTURA AVALA LA REMISION 12208",27000,"PIEZA","H87",0.313,"24121503",18.6594,8451,8451,9803.16,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"350",3650,"Abacart Agricola, S. de P.R. de R.L.",2017-11-07,"FLT -CARRO PORTA-FLEJE Diam  6"" (Ancho 150 mm)",1,"pieza",NA,1061.5,"0",1,1061.5,1061.5,1231.34,"MXN","FLEJE",NA,NA,NA,NA,NA,1061.5,1061.5
"351",3572,"Abacart Agricola, S. de P.R. de R.L.",2017-10-12,"BOLSA PLAST NEGRA BAS-CHICA 60 X 90 CMS x Kilogramo 18 PZAS",4.94,"KILOGRAMO",NA,29.11,"0",1,143.8,627.6,728.02,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.1093117408907
"352",4191,"Abacart Agricola, S. de P.R. de R.L.",2018-03-24,"ETIQ X PIST GS BCA 8 GS 8 DIG - PAQ C/10 ROLLOS-10,000 ET - USD",100,"PAQUETE","XPK",3.42,"14111537",18.5078,342,342,396.72,"USD","TRAZABILIDAD",NA,NA,NA,NA,NA,NA,3.42
"353",3541,"NAMINSA S.A. DE C.V.",2017-09-20,"CLAMS. 3832 C18 H60 NP 80 UNDS",80,"PIEZAS",NA,0.225,"0",17.761,18,18,20.88,"USD","CLAMS",NA,"3832",80,NA,NA,0.225,0.225
"354",270,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-24,"CUBIERTAS TERMICAS DE 1.80 MTS",20,NA,"H87",26.5,"13111300",18.86,530,530,614.8,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,NA,26.5
"355",45750,"BIO PAPPEL S.A.B. DE C.V.",2018-01-30,"EXTERIOR  PARTE DE: CAJA BERRIES CAT  1",5,"MILLAR","MIL",310,"14121500",18.4672,1550,6547.03,7594.56,"USD","CAJAS","PUNNET",NA,NA,NA,"PUNNET",NA,310
"356",261,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-21,"TARIMAS PLASTICAS",180,NA,"H87",210,"24112702",NA,37800,61456,71288.96,"MXN","TARIMA",NA,NA,NA,NA,NA,NA,210
"357",2736,"International Baskets S.A. de C.V.",2018-04-16,"6 OZ #2 BLACKBERRY ALPASA FARMS",244800,"PIEZAS","H87",0.046,"24121807",18.1353,11260.8,19872,23051.52,"USD","CLAMS","ALPASA",NA,NA,"ZARZAMORA","6OZ",0.046,0.046
"358",81624,"COOL PAK AG PACKAGING S DE RL DE CV",2018-05-04,"HURST012OZBLKTOPUMXCVNA Hursts Berry Farms 12oz",36000,"Each","H87",0.0075,"55121600",18.7878,270,270,313.2,"USD","CLAMS","HURST",NA,NA,NA,NA,NA,0.0075
"359",4333,"Abacart Agricola, S. de P.R. de R.L.",2018-05-05,"BOLSA PLAST NEGRA BAS-GDE 90 X 1200 CMS x Kilogramo 11 PZAS",5.12,"KILOGRAMO","KGM",29.05,"47121701",NA,148.74,148.74,172.54,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.05078125
"360",4403,"NAMINSA S.A. DE C.V.",2018-03-27,"CLAMS.3903 MORA 12 OZ 1 PINTA",3120,"PIEZAS","H87",0.08711,"24112902",18.5364,271.78,10840.7,12575.2,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08711,0.0871089743589744
"361",3588,"NAMINSA S.A. DE C.V.",2017-10-03,"CLAMS.3720 ARANDANOS 6 OZ NP 5X5 900 UNDS",19800,"PIEZAS",NA,0.04818,"0",18.159,953.964,953.964,1106.59824,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04818,0.04818
"362",5194,"PENPACK S DE RL DE CV",2018-05-30,"6OZ ALPASA BLUEBERRIES ALPASA FARMS",324,"CAJA","XBX",20.86,"13101900",19.75,6758.64,11201.82,12994.11,"USD","CLAMS","ALPASA",NA,NA,"ARANDANO","6OZ",NA,20.86
"363",187,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-03-20,"ESQUINEROS PLASTICOS DE 2.00 MTS",600,NA,"H87",6.8,"13102022",NA,4080,24848,28823.68,"MXN","ESQUINERO",NA,NA,NA,NA,NA,NA,6.8
"364",36098,"Embalajes Agricolas Sambramex S de RL de CV",2017-09-25,"S/P 8-18OZ GROWN FRESH HF TRAY MIXIM KRAFT",260,"EA",NA,650000,"0",17.8545,169,531.81,616.9,"USD","CAJAS",NA,NA,NA,NA,"18OZ",NA,0.65
"365",33600,"BIO PAPPEL S.A.B. DE C.V.",2018-02-28,"SEPARADOR  PARTE DE: INTERLOCK GENERICO",2.1,"MILLAR","MIL",800,"14121500",18.7902,1680,1680,1948.8,"USD","INTERLOCK",NA,NA,NA,NA,NA,NA,800
"366",25,"JESUS AMBROSIO MAGAÑA",2017-12-05,"ZARZAMORA 6 oz",15,"CAJAS","XBX",80,"50304701",NA,1200,2600,2600,"MXN","TARIMA MADERA",NA,NA,NA,"ZARZAMORA","6OZ",NA,80
"367",81803,"COOL PAK AG PACKAGING S DE RL DE CV",2018-05-07,"7256187CMSCPETMXBLKCLPAK 12OZ BLK CMS 600/CS 24/PL",24,"CASE","XBX",69,"24121500",19.0943,1656,1890,2192.4,"USD","CLAMS",NA,NA,NA,NA,"12OZ",NA,69
"368",75512,"COOL PAK AG PACKAGING S DE RL DE CV",2018-01-30,"CORRGTETRAYBSHGENIP4404X5 34187 CAJA 4X5 GENERICA-INX",2000,"Case","XBX",0.45,"24112505",18.5178,900,900,1044,"USD","CAJAS",NA,"34187",NA,NA,"4.4OZ",NA,0.45
"369",3982,"Abacart Agricola, S. de P.R. de R.L.",2018-02-07,"BOLSA PLAST NEGRA BAS-CHICA 60 X 90 CMS x Kilogramo 18 PZAS",5.3,"KILOGRAMO","KGM",29.11,"47121701",NA,154.28,2221.31,2576.72,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.1094339622642
"370",4076,"NAMINSA S.A. DE C.V.",2018-01-30,"PUNNETS 150 GRS MORA 5011",60000,"PIEZAS","H87",0.03976,"24112902",18.4672,2385.6,5244.04,6083.08,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03976,0.03976
"371",2244,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-10-18,"CHAROLA GENERICA ALPASA FARMS 6OZ",13500,"PIEZA",NA,0.313,"0",19.0117,4225.5,4921.5,5708.94,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"372",2376,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-28,"CHAROLA ALPASA 12/6 OZ",13500,"PIEZA","H87",0.313,"24121503",18.52,4225.5,5215.5,6049.98,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"373",3626,"NAMINSA S.A. DE C.V.",2017-10-10,"CLAMS.3720 ARANDANOS 6 OZ NP 5X5 900 UNDS",20700,"PIEZAS",NA,0.04615,"0",18.5522,955.305,955.305,1108.1538,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04615,0.04615
"374",2245,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-10-18,"INTERLOCK MULTIPLE GEN ZARZAMORA DISEÑO1",600,"PIEZA",NA,1.16,"0",19.0117,696,4921.5,5708.94,"USD","INTERLOCK",NA,NA,NA,"ZARZAMORA",NA,1.16,1.16
"375",3573,"Abacart Agricola, S. de P.R. de R.L.",2017-10-12,"ETIQ X PIST GS BCA 8 GS 8 DIG - PAQ C/10 ROLLOS-10,000 ET - USD",50,"PAQUETE",NA,3.42,"0",18.718,171,171,198.36,"USD","TRAZABILIDAD",NA,NA,NA,NA,NA,NA,3.42
"376",4335,"NAMINSA S.A. DE C.V.",2018-03-14,"Clamshell 4x4 3407",24000,"PIEZAS","H87",0.03923,"24112902",18.6199,941.52,4302.85,4991.3,"USD","CLAMS",NA,"3407",NA,NA,"4.4OZ",0.03923,0.03923
"377",4460,"Abacart Agricola, S. de P.R. de R.L.",2018-06-27,"BOLSA PLAST NEGRA BAS-GDE 90 X 1200 CMS x Kilogramo 11 PZAS",10.32,"KILOGRAMO","KGM",29.05,"47121701",NA,299.8,299.8,347.77,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.0503875968992
"378",2263,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-10-30,"CHAROLA GENERICA ALPASA FARMS 6OZ",8100,"PIEZA",NA,0.313,"0",19.1474,2535.3,2535.3,2940.95,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"379",1616,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-12-04,"BASE TERMICA",50,"PIEZA",NA,6.99,"0",18.6,349.5,1674.5,1942.42,"USD","BASES TERMICAS",NA,NA,NA,NA,NA,6.99,6.99
"380",3947,"NAMINSA S.A. DE C.V.",2018-01-04,"CLAMS.3903 MORA 12 OZ 1 PINTA",10400,"PIEZAS","H87",0.08508,"24112902",19.4899,884.83,1460.83,1694.56,"USD","CLAMS",NA,"3903",NA,"ZARZAMORA","12OZ",0.08508,0.0850798076923077
"381",3972,"NAMINSA S.A. DE C.V.",2018-01-11,"PUNNETS 150 GRS MORA 5011",48000,"PIEZAS","H87",0.03976,"24112902",19.3065,1908.48,4564.54,5294.87,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03976,0.03976
"382",828,"CARTONES Y EMPAQUES DE ZAPOPAN SA DE CV",2017-09-21,"CHAROLA FIGS/HIGOS",2300,"PIEZA",NA,18.27,"0",1,42021,51869.84,60169.01,"MXN","CAJAS",NA,NA,NA,NA,NA,18.27,18.27
"383",2306,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-13,"CHAROLA ALPASA 12/6 OZ",10800,"PIEZA",NA,0.313,"0",19.0526,3380.4,4769.4,5532.5,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"384",1492,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-09-30,"CUBIERTA TERMICA DE 1.80 MTS",50,"PIEZA",NA,26.5,"0",17.97,1325,1325,1537,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,26.5,26.5
"385",4343,"NAMINSA S.A. DE C.V.",2018-03-15,"CLAM C/PN 3705A
ETIQUETA ALPASA ORGANICA",24600,"PIEZAS","H87",0.05062,"24112902",18.5604,1245.25,1541.46,1788.09,"USD","CLAMS","ALPASA","3705",NA,NA,NA,0.05062,0.050619918699187
"386",4411,"NAMINSA S.A. DE C.V.",2018-03-31,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",45000,"PIEZAS","H87",0.04818,"24112902",18.3445,2168.1,14505.46,16826.34,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04818,0.04818
"387",3700,"Abacart Agricola, S. de P.R. de R.L.",2017-11-22,"BASCULA ADIR CAP 5 KGS. X 1GR",2,"PIEZA",NA,308,"0",1,616,616,714.56,"MXN","BASCULA",NA,NA,NA,NA,NA,308,308
"388",2549,"International Baskets S.A. de C.V.",2018-01-24,"6 OZ #2 BLACKBERRY ALPASA FARMS",144000,"PIEZAS","H87",0.046,"24121807",18.7118,6624,9511.68,11033.55,"USD","CLAMS","ALPASA",NA,NA,"ZARZAMORA","6OZ",0.046,0.046
"389",4148,"NAMINSA S.A. DE C.V.",2018-02-09,"CLAM ARANDANO 6OZ 5X4 NP",44100,"PIEZAS","H87",0.04818,"24112902",18.6492,2124.74,2124.74,2464.7,"USD","CLAMS",NA,NA,NA,"ARANDANO","6OZ",0.04818,0.0481800453514739
"390",4276,"Abacart Agricola, S. de P.R. de R.L.",2018-04-21,"BOLSA PLAST NEGRA BAS-GDE 90 X 1200 CMS x Kilogramo 11 PZAS",5.12,"KILOGRAMO","KGM",29.05,"47121701",NA,148.74,148.74,172.54,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.05078125
"391",5010,"PENPACK S DE RL DE CV",2018-04-25,"6OZ ALPASA BLUEBERRIES ALPASA FARMS",170,"CAJA","XBX",20.86,"13101900",18.22,3546.2,8802.92,10211.38,"USD","CLAMS","ALPASA",NA,NA,"ARANDANO","6OZ",NA,20.86
"392",4114,"NAMINSA S.A. DE C.V.",2018-02-02,"PADS 6X7.5 NEGROS 28.800 UNDS",57600,"PIEZAS","H87",0.004,"11162100",18.6069,230.4,230.4,267.26,"USD","PADS",NA,NA,28800,NA,NA,0.004,0.004
"393",4190,"Abacart Agricola, S. de P.R. de R.L.",2018-03-24,"BOLSA PLAST NEGRA BAS-GDE 90 X 1200 CMS x Kilogramo 11 PZAS",5.38,"KILOGRAMO","KGM",29.05,"47121701",NA,156.29,156.29,181.3,"MXN","BOLSAS NEGRAS",NA,NA,NA,NA,NA,NA,29.0501858736059
"394",2410,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-12-06,"CHAROLA GENERICA ALPASA FARMS 6OZ",5400,"PIEZA","H87",0.313,"24121503",18.6958,1690.2,1690.2,1960.63,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"395",2403,"International Baskets S.A. de C.V.",2017-12-04,"6 OZ #2 BLACKBERRY ALPASA FARMS",57600,"PIEZAS",NA,0.046,"0",18.6229,2649.6,5961.6,6915.456,"USD","CLAMS","ALPASA",NA,NA,"ZARZAMORA","6OZ",0.046,0.046
"396",2309,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-11-13,"CHAROLA PUNNET CON SEP",2700,"PIEZA",NA,0.342,"0",19.0526,923.4,2758.5,3199.86,"USD","CAJAS","PUNNET",NA,NA,"ZARZAMORA","PUNNET",0.342,0.342
"397",928,"AMBROCIO LOPEZ SOTO",2017-11-27,"TARIMAS ARMADAS DE MADERA MEDIDAS: 40"" X 48""  TIPO: BERRIES  C/TT.",120,"M3",NA,135,"0",1,16200,16200,18792,"M.N.","TARIMA",NA,NA,NA,NA,NA,NA,135
"398",269,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-04-24,"TARIMAS PLASTICAS",50,NA,"H87",210,"24112702",NA,10500,25719,29834.04,"MXN","TARIMA",NA,NA,NA,NA,NA,NA,210
"399",101,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-15,"TARIMAS PLASTICAS",100,NA,"H87",210,"24112702",NA,21000,41746,48425.36,"MXN","TARIMA",NA,NA,NA,NA,NA,NA,210
"400",33599,"BIO PAPPEL S.A.B. DE C.V.",2018-02-28,"SEPARADOR  PARTE DE: INTERLOCK PARA CAJA PUNET CAT  1",1.775,"MILLAR","MIL",633.61,"14121500",18.7902,1124.66,1124.66,1304.61,"USD","INTERLOCK","PUNNET",NA,NA,"ZARZAMORA","PUNNET",NA,633.611267605634
"401",4840,"PENPACK S DE RL DE CV",2018-04-02,"6 OZ BB ALPASA ORG",432,"CAJA","XBX",20.86,"13101900",18.6,9011.52,9011.52,10453.36,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.86
"402",75679,"Novatec Pagani S.A. de C.V.",2017-10-31,"TAR NOVAPAL 130 1.2X1X0.13 CAL S/CEJA",300,"Piezas",NA,168.05,"0",1,50415,50415,58481.4,"MXN","TARIMA",NA,NA,NA,NA,NA,168.05,168.05
"403",3788,"NAMINSA S.A. DE C.V.",2017-11-28,"CLAMS.4004 18 OZ MORA 360 UNDS",2160,"PIEZAS","H87",0.11018,"24112902",18.5379,237.99,237.99,276.07,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.11018,0.110180555555556
"404",4729,"NAMINSA S.A. DE C.V.",2018-06-02,"CLAM C/PN 3705A",19800,"PIEZAS","H87",0.05062,"24112902",19.9759,1002.28,4501.57,5221.82,"USD","CLAMS",NA,"3705",NA,NA,NA,0.05062,0.050620202020202
"405",2907,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-05-03,"CHAROLA ALPASA 12/6 OZ, ESTA FACTURA AVALA LA REMISION 12333",4300,"PIEZA","H87",0.313,"24121503",19.0943,1345.9,1345.9,1561.24,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"406",4742,"NAMINSA S.A. DE C.V.",2018-06-22,"CLAMS. 3720 ARANDANO 5X5 6 OZ NP 900 UNIDADES",2700,"PIEZAS","H87",0.04615,"24112902",20.3937,124.61,124.61,144.55,"USD","CLAMS",NA,"3720",NA,"ARANDANO","6OZ",0.04615,0.0461518518518519
"407",4008,"NAMINSA S.A. DE C.V.",2018-01-17,"CLAMS.4004 18 OZ MORA 360 UNDS",9720,"PIEZAS","H87",0.11018,"24112902",18.8113,1070.95,2718.7,3153.69,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.11018,0.110180041152263
"408",4115,"Abacart Agricola, S. de P.R. de R.L.",2018-03-08,"ETIQ PISTOLA PLASTICA TRAK 8GS - USD",20,"PIEZA","H87",29.45,"44102400",18.7922,589,589,683.24,"USD","PISTOLA",NA,NA,NA,NA,NA,29.45,29.45
"409",73093,"COOL PAK AG PACKAGING S DE RL DE CV",2017-12-18,"7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",72,"Case",NA,69,"0",18.974,4968,4968,5762.88,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",NA,69
"410",1538,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2017-11-06,"ESQUINERO CARTON BCO 1.90 MTS C-180 2.5""",300,"PIEZA",NA,13.28,"0",NA,3984,20060,23269.6,NA,"ESQUINERO",NA,NA,NA,NA,NA,13.28,13.28
"411",13,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-01-04,"CUBIERTAS TERMICAS DE 1.80 MTS",45,NA,"H87",26.5,"13111300",19.37,1192.5,1507.05,1748.18,"USD","CUBIERTAS TERMICAS",NA,NA,NA,NA,NA,NA,26.5
"412",3838,"NAMINSA S.A. DE C.V.",2017-12-11,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",24000,"PIEZAS","H87",0.03903,"24112902",18.9315,936.72,6622.15,7681.7,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.03903,0.03903
"413",36508,"Embalajes Agricolas Sambramex S de RL de CV",2017-10-23,"S/P 12-12oz MXM H/F BUSH TRAY",4000,"EA",NA,674500,"0",18.8248,2698,8890,10312.4,"USD","CAJAS",NA,NA,NA,NA,"12OZ",NA,0.6745
"414",4306,"NAMINSA S.A. DE C.V.",2018-03-07,"PUNNETS 150 GRS MORA 5011",60000,"PIEZAS","H87",0.03556,"24112902",18.8838,2133.6,2493.96,2893,"USD","CLAMS","PUNNET","5011",NA,"ZARZAMORA","PUNNET",0.03556,0.03556
"415",4142,"NAMINSA S.A. DE C.V.",2018-02-08,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",30000,"PIEZAS","H87",0.03923,"24112902",18.7009,1176.9,1176.9,1365.2,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.03923,0.03923
"416",4617,"NAMINSA S.A. DE C.V.",2018-05-09,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",27000,"PIEZAS","H87",0.04615,"24112902",19.4232,1246.05,1246.05,1445.42,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04615,0.04615
"417",2265,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-10-30,"CHAROLA ROUGE PARFUM 4.4 OZ ALPASA, ESTA FACTURA AVALA LA REMISION 11931.",3722,"PIEZA",NA,0.33,"0",19.1474,1228.26,1228.26,1424.78,"USD","CAJAS","ALPASA",NA,NA,"ZARZAMORA","ROUGE",0.33,0.33
"418",4464,"NAMINSA S.A. DE C.V.",2018-04-16,"CLAMS.4007 ARANDANOS 18OZ 300 UNDS",19500,"PIEZAS","H87",0.11018,"24112902",18.1353,2148.51,2299.71,2667.66,"USD","CLAMS",NA,"4007",300,"ARANDANO","18OZ",0.11018,0.11018
"419",130,"ARELY ALEJANDRA NUÑEZ MARTINEZ",2018-02-26,"TARIMAS PLASTICAS",170,NA,"H87",210,"24112702",NA,35700,53441,61991.56,"MXN","TARIMA",NA,NA,NA,NA,NA,NA,210
"420",3694,"Abacart Agricola, S. de P.R. de R.L.",2017-11-17,"ETIQ X PIST GS BCA 8 GS 8 DIG - PAQ C/10 ROLLOS-10,000 ET - USD",45,"PAQUETE",NA,3.42,"0",19.1224,153.9,153.9,178.52,"USD","TRAZABILIDAD",NA,NA,NA,NA,NA,NA,3.42
"421",75621,"COOL PAK AG PACKAGING S DE RL DE CV",2018-01-31,"7256187HURSTBLKNAMXPDCV Hursts 12oz Blackberry",23,"Case","XBX",69,"24121503",19.1202,1587,1587,1840.92,"USD","CLAMS","HURST",NA,NA,"ZARZAMORA","12OZ",NA,69
"422",4630,"NAMINSA S.A. DE C.V.",2018-05-11,"CLAMS.4007 ARANDANOS 18OZ 300 UNDS",20100,"PIEZAS","H87",0.11018,"24112902",19.5387,2214.62,4962.45,5756.44,"USD","CLAMS",NA,"4007",300,"ARANDANO","18OZ",0.11018,0.110180099502488
"423",4591,"NAMINSA S.A. DE C.V.",2018-05-05,"CLAMS.3720 ARANDANOS 6 OZ  NP 5X5 900 UNDS",18000,"PIEZAS","H87",0.04615,"24112902",19.1223,830.7,1437.42,1667.4,"USD","CLAMS",NA,"3720",900,"ARANDANO","6OZ",0.04615,0.04615
"424",82140,"COOL PAK AG PACKAGING S DE RL DE CV",2018-05-11,"7256187CMSCPETMXBLKCLPAK 12OZ BLK CMS 600/CS 24/PL",24,"CASE","XBX",69,"24121500",19.4232,1656,1872,2171.52,"USD","CLAMS",NA,NA,NA,NA,"12OZ",NA,69
"425",2264,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-10-30,"CHAROLA ROUGE PARFUM 4.4 OZ ALPASA",10164,"PIEZA",NA,0.33,"0",19.1474,3354.12,3354.12,3890.78,"USD","CAJAS","ALPASA",NA,NA,"ZARZAMORA","ROUGE",0.33,0.33
"426",4332,"Abacart Agricola, S. de P.R. de R.L.",2018-05-05,"ETIQ X PIST GS BCA 8 GS 8 DIG - PAQ C/10 ROLLOS-10,000 ET - USD",100,"PAQUETE","XPK",3.42,"14111537",19.1223,342,342,396.72,"USD","TRAZABILIDAD",NA,NA,NA,NA,NA,NA,3.42
"427",80995,"COOL PAK AG PACKAGING S DE RL DE CV",2018-04-26,"7256187CMSCPETMXBLKCLPAK 12OZ BLK CMS 600/CS 24/PL",48,"CASE","XBX",69,"24121500",18.8628,3312,3312,3841.92,"USD","CLAMS",NA,NA,NA,NA,"12OZ",NA,69
"428",422730,"INTERNATIONAL PAPER MEXICO COMPANY S DE RL DE CV",2018-03-02,"CAJA FUIT ROUGES 2",21400,"Pieza","H87",0.38,"24112505",18.8331,8132,8132,9433.12,"USD","CAJAS","ROUGE",NA,NA,"ZARZAMORA","ROUGE",0.38,0.38
"429",3674,"PENPACK S DE RL DE CV",2017-11-23,"6 OZ BB ALPASA CONV",396,"CAJA",NA,20.868,"0",18.82,8263.73,8263.73,9585.93,"USD","CLAMS","ALPASA",NA,NA,NA,"6OZ",NA,20.8680050505051
"430",2551,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-01-08,"CHAROLA ALPASA 12/6 OZ",10800,"PIEZA","H87",0.313,"24121503",19.2737,3380.4,5241.91,6080.62,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"431",2644,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2018-01-26,"CHAROLA PUNNET CON SEP, ESTA FACTURA AVALA LA REMISION 12137",7313,"PIEZA","H87",0.342,"24121503",18.478,2501.046,2501.05,2901.22,"USD","CAJAS","PUNNET",NA,NA,"ZARZAMORA","PUNNET",0.342,0.342
"432",3812,"NAMINSA S.A. DE C.V.",2017-12-04,"CLAMS.3407 125 GRS MORA/ARANDANO 6 OZ 4X4 NG",24000,"PIEZAS","H87",0.04492,"24112902",18.6229,1078.08,4764.84,5527.21,"USD","CLAMS",NA,"3407",NA,"MIXTO","4.4OZ",0.04492,0.04492
"433",2000827,"Logistics Interoceanica de Carga SA de CV",2018-02-20,"FRUITS ROUGES & CO. 125 GR.",12628,NA,"H87",0.35,"14121500",18.4797,4419.8,8519.8,9882.97,"USD",NA,"ROUGE",NA,NA,"ZARZAMORA","ROUGE",NA,0.35
"434",4706,"NAMINSA S.A. DE C.V.",2018-05-26,"CLAM C/PN 3705A",15000,"PIEZAS","H87",0.04868,"24112902",19.7048,730.2,2713.44,3147.59,"USD","CLAMS",NA,"3705",NA,NA,NA,0.04868,0.04868
"435",2398,"ALTA TRANSFORMACION DE GUADALAJARA SA DE CV",2017-12-01,"CHAROLA ALPASA 12/6 OZ",10800,"PIEZA","H87",0.313,"24121503",18.6229,3380.4,5080.93,5893.88,"USD","CAJAS","ALPASA",NA,NA,NA,"6OZ",0.313,0.313
"436",4026,"NAMINSA S.A. DE C.V.",2018-01-22,"CLAMS.4004 18 OZ MORA 360 UNDS
Etiq. Organico",12240,"PIEZAS","H87",0.11018,"24112902",18.6361,1348.6,1348.6,1564.38,"USD","CLAMS",NA,"4004",360,"ZARZAMORA","18OZ",0.11018,0.110179738562091
"437",4204,"Abacart Agricola, S. de P.R. de R.L.",2018-03-28,"TERMOGRAFO TEMPAK SINGLE USE BTP / MINI 60D",25,"PIEZA","H87",14.5,"41112207",18.3268,362.5,362.5,420.5,"USD","TERMOGRAFO",NA,NA,NA,NA,NA,14.5,14.5
